Battle Date,Time remaining,,,Result,Stars,Star Gain,XP,,Result,Stars,Star Gain
11/16/2015,2:37,15,SuperPercyPS,Defeat,,,,9,100%,3,3
11/16/2015,3:06,15,SuperPercyPS,0%,0,0,0,2,Defended,,
11/16/2015,4:25,12,stormygirlcat,Defended,,,,8,37%,0,0
11/16/2015,8:48,12,stormygirlcat,Defended,,,,7,17%,0,0
11/16/2015,8:52,11,Thor Monster,Defended,,,,7,16%,0,0
11/16/2015,9:24,4,Alabaster,100%,3,2,0,6,Defeat,,
11/16/2015,10:52,6,nooberz,54%,1,0,0,6,Defeat,,
11/16/2015,11:13,14,JcCluckin,23%,0,0,0,8,Defended,,
11/16/2015,11:27,4,Alabaster,100%,3,1,0,7,Defeat,,
11/16/2015,11:37,14,JcCluckin,100%,3,2,0,15,Defeat,,
11/16/2015,15:19,7,Max Jaxer,88%,1,0,0,8,Defeat,,
11/16/2015,16:17,5,Kewal,100%,3,0,0,5,Defeat,,
11/16/2015,16:39,2,Mary Grace,67%,1,1,5,3,Defeat,,
11/16/2015,17:11,8,Squirrel Nut Z.,100%,3,3,5,5,Defeat,,
11/16/2015,17:15,9,Monstrosity,55%,2,0,0,8,Defeat,,
11/16/2015,17:29,11,Thor Monster,85%,2,2,4,8,Defeat,,
11/16/2015,18:10,6,nooberz,57%,2,2,4,7,Defeat,,
11/16/2015,19:04,11,Thor Monster,100%,3,3,4,11,Defeat,,
11/16/2015,20:39,15,SuperPercyPS,59%,1,1,4,15,Defeat,,
11/16/2015,21:15,7,Max Jaxer,100%,3,3,4,9,Defeat,,
11/16/2015,21:16,12,stormygirlcat,100%,3,3,4,13,Defeat,,
11/16/2015,21:27,8,Squirrel Nut Z.,100%,3,3,4,10,Defeat,,
11/16/2015,21:32,9,Monstrosity,100%,3,3,4,12,Defeat,,
11/16/2015,21:34,2,Mary Grace,100%,3,3,5,4,Defeat,,
11/16/2015,22:32,12,stormygirlcat,100%,3,3,4,14,Defeat,,
11/16/2015,22:42,3,Robertjk123,71%,1,1,4,6,Defeat,,
